FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1055 Registros;;;;;;;;;;;;;;;;;;;543251,3;0;2714,46;100503,5;;;440048,35;;7260,95000000001;440048,35;;33443,37;0;0;0;0;0;0;0;0 inconsistências;0 sugestões;
C170;09/2025-67903807000105;06A3351DBB8B23021119115939B329BF;76AB646F285ADEE7FA87D0FD0EA5D6E2;55;35250901132613000145550010009325991344424918;932599;1;00 - Documento Regular;0 - Entrada;45930;45930;FOR000000036;ALLFOOD IMPORTACAO, INDUSTRIA E COMERCIO S.A.;97898948287294;QUEIJO TIPO EMMENTAL DOR - PECA;04069020;;1102;020;660,8;;0;79,3;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;581,5;0,0165;9,59;581,5;0,076;44,19;;;;;;;;;;
C170;09/2025-67903807000105;06A3351DBB8B23021119115939B329BF;71D38C9033254E51BD032BDC02AC3DF9;55;35250901132613000145550010009325991344424918;932599;1;00 - Documento Regular;0 - Entrada;45930;45930;FOR000000036;ALLFOOD IMPORTACAO, INDUSTRIA E COMERCIO S.A.;97898948150809;BRIE DOR FORMA;04069030;;1102;020;294,8;;0;35,38;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;259,42;0,0165;4,28;259,42;0,076;19,72;;;;;;;;;;
C170;09/2025-67903807000105;7D7F9BFFFBCF22BB9054C5AC406C6448;9F722E6F183AB00E114FFEC6C1F3548D;55;35250903512483000100550010000516611025104217;51661;1;00 - Documento Regular;0 - Entrada;45929;45929;FOR000000070;Phytonatus Nutraceutica Ltda;EM0062;Mel - Nectar Campestre - Bisnaga 210g;04090000;;1102;020;1908,48;;0;229,03;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;1679,45;0,0165;27,71;1679,45;0,076;127,64;;;;;;;;;;
C170;09/2025-67903807000105;7D7F9BFFFBCF22BB9054C5AC406C6448;71024986982FC3CC0DF474A127EE4178;55;35250903512483000100550010000516611025104217;51661;1;00 - Documento Regular;0 - Entrada;45929;45929;FOR000000070;Phytonatus Nutraceutica Ltda;EM0064;Mel - PHYTONATUS - Bisnaga 500g;04090000;01;1102;020;395,4;;0;47,45;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;347,95;0,0165;5,74;347,95;0,076;26,44;;;;;;;;;;
C170;09/2025-67903807000105;7D7F9BFFFBCF22BB9054C5AC406C6448;5932E1C4CFCC2F29A8C8A9B7AADD4057;55;35250903512483000100550010000516611025104217;51661;1;00 - Documento Regular;0 - Entrada;45929;45929;FOR000000070;Phytonatus Nutraceutica Ltda;EN0062;Sal Rosa do Himalaia GROSSO - Empório Nuts - ZipLock 500g;25010020;;1102;020;142;;0;9,94;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;132,06;0,0165;2,18;132,06;0,076;10,04;;;;;;;;;;
C170;09/2025-67903807000105;7D7F9BFFFBCF22BB9054C5AC406C6448;5B8B4A79E193838133CA6B9B6A67969C;55;35250903512483000100550010000516611025104217;51661;1;00 - Documento Regular;0 - Entrada;45929;45929;FOR000000070;Phytonatus Nutraceutica Ltda;EN0063;Sal Rosa do Himalaia FINO - Empório Nuts - ZipLock 500g;25010020;;1102;020;142;;0;9,94;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;132,06;0,0165;2,18;132,06;0,076;10,04;;;;;;;;;;
C170;09/2025-67903807000105;BF0656D3D1601A1987D6CE199B4C2ED8;62ACFE4A2A9F993BD652A3E2F21F0C32;55;35250904767553000125550010003488281169361273;348828;1;00 - Documento Regular;0 - Entrada;45930;45930;FOR000000087;SPEERS FOODS IMP EXP COM ALIM LTDA;97898948151684;BAT MAIS FININHAS 10 X 1,050 MC CAIN BR;20041000;;1102;020;1499,9;;0;180;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;1319,9;0,0165;21,78;1319,9;0,076;100,31;;;;;;;;;;
C170;09/2025-67903807000105;BF0656D3D1601A1987D6CE199B4C2ED8;6DFA0E7C3E1DA061D1E6B93347D03CD1;55;35250904767553000125550010003488281169361273;348828;1;00 - Documento Regular;0 - Entrada;45930;45930;FOR000000087;SPEERS FOODS IMP EXP COM ALIM LTDA;97898948287296;BAT PAL TRAD 10 X 1,500 MC CAIN BR;20041000;;1102;220;1999,9;;0;240;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;1759,9;0,0165;29,04;1759,9;0,076;133,75;;;;;;;;;;
C170;09/2025-67903807000105;AE95F60FAF709020BEB9855F530A515B;E962DEF19C3F07E7436E42416588A067;55;35250905248829000121550010000120051000020020;12005;1;00 - Documento Regular;0 - Entrada;45929;45929;FOR000000618;DISPOLWL DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA;78962899515471;BISCOITO POLVILHO BOCA DO FORNO TRADICIONAL 200GR 12 PCT;19059090;;1102;101;184,5;;0;4,3;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;180,2;0,0165;2,97;180,2;0,076;13,7;;;;;;;;;;
C170;09/2025-67903807000105;AE95F60FAF709020BEB9855F530A515B;DE18EDF4FCCF2016E0A3AE4064838C52;55;35250905248829000121550010000120051000020020;12005;1;00 - Documento Regular;0 - Entrada;45929;45929;FOR000000618;DISPOLWL DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA;78962899516036;BISCOITO POLVILHO BOCA DO FORNO PAPA OVO200GR 20 PCT;19059090;;1102;101;149;;0;3,47;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;145,53;0,0165;2,4;145,53;0,076;11,06;;;;;;;;;;
C170;09/2025-67903807000105;70157257127BC71C61E07492699E0BC9;D8D08C972795C9AE9BAE1C195EC8DA2C;55;35250905402904000914550010035023841127162920;3502384;1;00 - Documento Regular;0 - Entrada;45930;45930;FOR000000099;EMPRESA BRASILEIRA DE DISTRIBUICAO LTDA;18534;CANJA COM ARROZ INTEGRAL 400G CX 12X400GR QTD. 1.00 CX;21041011;;1102;520;182,74;;9,14;20,83;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;152,77;0,0165;2,52;152,77;0,076;11,61;;;;;;;;;;
C170;09/2025-67903807000105;70157257127BC71C61E07492699E0BC9;9766D017DA5928A41D4F5931FADCF6A8;55;35250905402904000914550010035023841127162920;3502384;1;00 - Documento Regular;0 - Entrada;45930;45930;FOR000000099;EMPRESA BRASILEIRA DE DISTRIBUICAO LTDA;21501;PICADINHO CARNE C/ ARROZ E FEIJAO 370GR CX 10X370GR QTD. 1.00 CX;21069090;;1102;020;304,94;;15,25;34,76;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;254,93;0,0165;4,21;254,93;0,076;19,37;;;;;;;;;;
C170;09/2025-67903807000105;F6FD5621D6EAB599329547FC35056B45;6365F06424507843B75DD5A9E7FDD1FF;55;35250906079845000109550090000273971460232869;27397;9;00 - Documento Regular;0 - Entrada;45929;45929;FOR000000109;JGD COMERCIO DE PRODS ALIM LTDA -ME;78962899517068;TAFFMAN-EX 110 ML;21069030;;1102;020;114;;0;13,68;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;100,32;0,0165;1,66;100,32;0,076;7,62;;;;;;;;;;
C170;09/2025-67903807000105;F6FD5621D6EAB599329547FC35056B45;0E9365E3100390FB3975D838E652F8CC;55;35250906079845000109550090000273971460232869;27397;9;00 - Documento Regular;0 - Entrada;45929;45929;FOR000000109;JGD COMERCIO DE PRODS ALIM LTDA -ME;011010;HI-LINE F  100ML;21069030;;1102;020;45,6;;0;5,47;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;40,13;0,0165;0,66;40,13;0,076;3,05;;;;;;;;;;
C170;09/2025-67903807000105;02BD3BBD7428FE596AB049C63ABF3995;F59F97B55729F93E3A9CED2A2EE6FD85;55;35250907076773000109550010001394961586094433;139496;1;00 - Documento Regular;0 - Entrada;45924;45924;FOR000000640;Pao de Queijo Haddock Lobo Com Prod;97898948287328;MINI QUINDIM C/ 8 UN;17049090;;1102;020;140;;0;16,8;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;123,2;0,0165;2,03;123,2;0,076;9,36;;;;;;;;;;
C170;09/2025-67903807000105;02BD3BBD7428FE596AB049C63ABF3995;3EFCC2B4DC7F875B2EE6F23008FDEEDB;55;35250907076773000109550010001394961586094433;139496;1;00 - Documento Regular;0 - Entrada;45924;45924;FOR000000640;Pao de Queijo Haddock Lobo Com Prod;97898948287329;MINI QUINDIM C/15 UN;17049090;;1102;020;196,8;;0;23,62;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;173,18;0,0165;2,86;173,18;0,076;13,16;;;;;;;;;;
C170;09/2025-67903807000105;4D5D21AE74DD33A96B32C8D8C5004734;FA52CAE29F9F387B1E0815FA1F1CAD5C;55;35250907734272000164550010015015151196762430;1501515;1;00 - Documento Regular;0 - Entrada;45929;45930;FOR000002019;CDA MAX PRODUTOS ALIMENTICIOS LTDA;2415;BISC PIRAQUE AGUA GERGELIM 48X215G;19053100;;1102;020;403,68;;0;28,26;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;375,42;0,0165;6,19;375,42;0,076;28,53;;;;;;;;;;
C170;09/2025-67903807000105;23A6BE7D0C8940A17E3E1DBAE1BB3675;B5AB3E1C9E5E5EDD769084108418A4EB;55;35250907782291000166550010009442391092620778;944239;1;00 - Documento Regular;0 - Entrada;45926;45926;FOR000000128;AT DISTRIBUIDORA E REPR. DE PRO. E GNEROS ALIMENT?CIOS LTDA;97898948287332;MELADO DE CANA HOMEMADE 280g;17031000;;1102;020;90,72;;0;10,89;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;79,83;0,0165;1,32;79,83;0,076;6,07;;;;;;;;;;
C170;09/2025-67903807000105;23A6BE7D0C8940A17E3E1DBAE1BB3675;7860C468A66EECE5F1405341138D411B;55;35250907782291000166550010009442391092620778;944239;1;00 - Documento Regular;0 - Entrada;45926;45926;FOR000000128;AT DISTRIBUIDORA E REPR. DE PRO. E GNEROS ALIMENT?CIOS LTDA;12268;(P)PACOQUITA FLOWPACK ORIGINAL PEQ. 144g;17049090;;1102;020;598,8;;0;71,86;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;526,94;0,0165;8,69;526,94;0,076;40,05;;;;;;;;;;
C170;09/2025-67903807000105;23A6BE7D0C8940A17E3E1DBAE1BB3675;6E5F7760BC427A9C43E50DFDDE2F2ECD;55;35250907782291000166550010009442391092620778;944239;1;00 - Documento Regular;0 - Entrada;45926;45926;FOR000000128;AT DISTRIBUIDORA E REPR. DE PRO. E GNEROS ALIMENT?CIOS LTDA;12182;PACOQUITA FLOWPACK WHEY 144g;17049090;;1102;020;415,92;;0;49,91;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;366,01;0,0165;6,04;366,01;0,076;27,82;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;A06DE385578640B480AD50460DE096D3;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517900;AMENDOIM COB.JAP.SABOR NATURAL;20081100;;1102;020;171,5;;0;20,58;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;150,92;0,0165;2,49;150,92;0,076;11,47;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;988D4A3D1ACDC93A14EAE9D5B2A484BB;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;01.TCAJ2;AMENDOIM COB.JAP.SABOR PIMENTA;20081100;;1102;020;85,75;;0;10,29;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;75,46;0,0165;1,25;75,46;0,076;5,73;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;CF300BCEEE8C4054A3A368ED5D40C438;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899518580;AMENDOIM COB.JAP.SAB CEB/SALSA;20081100;;1102;020;85,75;;0;10,29;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;75,46;0,0165;1,25;75,46;0,076;5,73;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;44A85C40D773CEF28AE89CB72888B1C5;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517383;AMENDOIM GRAUDO F.S/PELE C/SAL;20081100;;1102;020;420;;0;50,4;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;369,6;0,0165;6,1;369,6;0,076;28,09;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;AD50332205AAA381A1CEA785210D309F;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517385;AMENDOIM GRAUDO F.S/PELE S/SAL;20081100;;1102;020;210;;0;25,2;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;184,8;0,0165;3,05;184,8;0,076;14,04;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;99EC4F1482464F6FB848CE1C9F580E3E;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78998572902442;MILHO ESPANHOL T/S NATURAL KG;20081900;;1102;220;170;;0;20,4;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;149,6;0,0165;2,47;149,6;0,076;11,37;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;D4B5A1757ADF7F51E56D147BD2F8DAB9;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;02.DOAC2;AMENDOIM DOCE CROCANTE KG;20081100;;1102;020;178,5;;0;21,42;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;157,08;0,0165;2,59;157,08;0,076;11,94;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;075B926322740432CB0E3033F57BD56D;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;02.DOAM1;AMENDOA DOCE CROCANTE KG;20081900;;1102;020;237;;0;28,44;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;208,56;0,0165;3,44;208,56;0,076;15,85;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;E86E92FFC2401F92A16ED32BC5A04BE0;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;01.TBBS2;SEMENTE DE ABOBORA TORR. SALG. S/ CASCA KG;20081900;;1102;220;370;;0;44,4;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;325,6;0,0165;5,37;325,6;0,076;24,75;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;B199AAEE1E1D49834D046982A72C6BC5;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517776;AZEITONA VERDE FATIADA 14 KG;20057000;;1102;220;405,6;;0;48,67;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;356,93;0,0165;5,89;356,93;0,076;27,13;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;E85F5BA75ED6BB2199122B0AD607D9CA;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;03.CAZS1;AZEITONA VERDE S/CAROCO BD 14KG;20057000;;1102;220;419,6;;0;50,36;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;369,24;0,0165;6,09;369,24;0,076;28,06;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;4E210E7BF8EAFF24C56D1DA1DE15830A;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;03.CVCB1;CEBOLINHA ESP. CONSERVA BD 2KG;20019000;;1102;220;44,1;;0;5,29;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;38,81;0,0165;0,64;38,81;0,076;2,95;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;D04848B09E2864127D97C5C967838CDA;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;03.CVCG1;COGUMELO INTEIRO BD 2 KG;20031000;;1102;020;63;;0;7,56;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;55,44;0,0165;0,91;55,44;0,076;4,21;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;72B8BCB40DE9B7464E5EC8DE2C3A5718;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;03.CVCG2;COGUMELO FATIADO BD 2 KG;20031000;;1102;020;63;;0;7,56;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;55,44;0,0165;0,91;55,44;0,076;4,21;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;8A5915FB438545D2DAD50633C9974CF2;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;02.DOAG1;AMENDOIM MIUDO DOCE C/ GERGELIM KG;20081100;;1102;020;178,5;;0;21,42;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;157,08;0,0165;2,59;157,08;0,076;11,94;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;50E4AB6C9FBD6FE46E503FAF7B5F92D9;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;08.CESA1;SEMENTE DE ABOBORA CRUA S/ CASCA KG;12079990;;1102;220;175;;0;21;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;154;0,0165;2,54;154;0,076;11,7;;;;;;;;;;
C170;09/2025-67903807000105;4293A1A067E4F4835B842461BFA06E44;9A97A2CDC5A5444A038B7C4F97FF6A63;55;35250908409316000143550010002594511466400490;259451;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899518105;MILHO ESPANHOL T/S MOSTARDA/MEL KG;20081900;;1102;220;185;;0;22,2;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;162,8;0,0165;2,69;162,8;0,076;12,37;;;;;;;;;;
C170;09/2025-67903807000105;47103B5C4199895BAA85B97B2A8FA9F2;16780A698022C37920916F8EB7508492;55;35250908409316000143550010002595971462682127;259597;1;00 - Documento Regular;0 - Entrada;45924;45924;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517386;AMENDOIM COB. POVILHO BRANCO;20081100;;1102;020;477;;0;57,24;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;419,76;0,0165;6,93;419,76;0,076;31,9;;;;;;;;;;
C170;09/2025-67903807000105;47103B5C4199895BAA85B97B2A8FA9F2;420CF0CD65E6FB61FA5D3A1F2F27D562;55;35250908409316000143550010002595971462682127;259597;1;00 - Documento Regular;0 - Entrada;45924;45924;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;02.DOCJ1;CAST. DE CAJU DOCE CROCANTE KG;20081900;;1102;020;480;;0;57,6;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;422,4;0,0165;6,97;422,4;0,076;32,1;;;;;;;;;;
C170;09/2025-67903807000105;C853A1BCFCDCDA53F23675ABEB636725;F6AD2216AF591591DAF67B15DBB6A42B;55;35250908409316000143550010002597971308283235;259797;1;00 - Documento Regular;0 - Entrada;45930;45930;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517386;AMENDOIM COB. POVILHO BRANCO;20081100;;1102;020;397,5;;0;47,7;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;349,8;0,0165;5,77;349,8;0,076;26,58;;;;;;;;;;
C170;09/2025-67903807000105;C853A1BCFCDCDA53F23675ABEB636725;02F77CE15511BE3B6CC7E99EA9FA94FE;55;35250908409316000143550010002597971308283235;259797;1;00 - Documento Regular;0 - Entrada;45930;45930;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517900;AMENDOIM COB.JAP.SABOR NATURAL;20081100;;1102;020;600,25;;0;72,03;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;528,22;0,0165;8,72;528,22;0,076;40,14;;;;;;;;;;
C170;09/2025-67903807000105;C853A1BCFCDCDA53F23675ABEB636725;83F47705E106BD62A0405AEEB3F8B37D;55;35250908409316000143550010002597971308283235;259797;1;00 - Documento Regular;0 - Entrada;45930;45930;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;01.TCAJ2;AMENDOIM COB.JAP.SABOR PIMENTA;20081100;;1102;020;85,75;;0;10,29;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;75,46;0,0165;1,25;75,46;0,076;5,73;;;;;;;;;;
